Id,Time,Machine,Component,Parameter,Value
11290,2024-08-11T03:21:55.001734Z,Articulated_Truck_1,Fuel,Fuel Level,1.01
11291,2024-08-11T03:21:55.001734Z,Articulated_Truck_1,Fuel,Fuel Pressure,67.39
11292,2024-08-11T03:21:55.001734Z,Articulated_Truck_1,Drive,Brake Control,1.01
11293,2024-08-11T03:21:55.001734Z,Articulated_Truck_1,Drive,Pedal Sensor,12.57
11294,2024-08-11T03:21:55.001734Z,Articulated_Truck_1,Drive,Transmission Pressure,444.35
11295,2024-08-11T03:21:55.001734Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,20.28
11296,2024-08-11T03:21:55.001734Z,Articulated_Truck_1,Misc,System Voltage,21.55
11297,2024-08-11T03:21:55.001734Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,364.36
11298,2024-08-11T03:21:55.001734Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,124.37
11299,2024-08-11T03:21:55.001734Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,25.18
11300,2024-08-11T03:21:55.001734Z,Backhoe_Loader_1,Engine,Engine Temperature,102.66
11301,2024-08-11T03:21:55.001734Z,Backhoe_Loader_1,Engine,Engine Speed,1788.52
11302,2024-08-11T03:21:55.001734Z,Backhoe_Loader_1,Fuel,Water Fuel,1793.92
11303,2024-08-11T03:21:55.001734Z,Backhoe_Loader_1,Fuel,Fuel Temperature,399.82
11304,2024-08-11T03:21:55.001734Z,Backhoe_Loader_1,Fuel,Fuel Level,1.04
11305,2024-08-11T03:21:55.001734Z,Backhoe_Loader_1,Fuel,Fuel Pressure,67.35
11306,2024-08-11T03:21:55.001734Z,Backhoe_Loader_1,Drive,Brake Control,1.02
11307,2024-08-11T03:21:55.001734Z,Backhoe_Loader_1,Drive,Pedal Sensor,12.56
11308,2024-08-11T03:21:55.001734Z,Backhoe_Loader_1,Drive,Transmission Pressure,443.38
11309,2024-08-11T03:21:55.001734Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,20.31
11310,2024-08-11T03:21:55.001734Z,Backhoe_Loader_1,Misc,System Voltage,21.54
11311,2024-08-11T03:21:55.001734Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,364.02
11312,2024-08-11T03:21:55.001734Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,124.68
11313,2024-08-11T03:21:55.001734Z,Dozer_1,Engine,Engine Oil Pressure,25.21
11314,2024-08-11T03:21:55.001734Z,Dozer_1,Engine,Engine Temperature,102.88
11315,2024-08-11T03:21:55.001734Z,Dozer_1,Engine,Engine Speed,1786.49
11316,2024-08-11T03:21:55.001734Z,Dozer_1,Fuel,Water Fuel,1792.75
11317,2024-08-11T03:21:55.001734Z,Dozer_1,Fuel,Fuel Temperature,399.8
11318,2024-08-11T03:21:55.001734Z,Dozer_1,Fuel,Fuel Level,1.06
11319,2024-08-11T03:21:55.001734Z,Dozer_1,Fuel,Fuel Pressure,67.32
11320,2024-08-11T03:21:55.001734Z,Dozer_1,Drive,Brake Control,1.01
11321,2024-08-11T03:21:55.001734Z,Dozer_1,Drive,Pedal Sensor,12.55
11322,2024-08-11T03:21:55.001734Z,Dozer_1,Drive,Transmission Pressure,443.63
11323,2024-08-11T03:21:55.001734Z,Dozer_1,Misc,Air Filter Pressure Drop,20.29
11324,2024-08-11T03:21:55.001734Z,Dozer_1,Misc,System Voltage,21.54
11325,2024-08-11T03:21:55.001734Z,Dozer_1,Misc,Exhaust Gas Temperature,364.17
11326,2024-08-11T03:21:55.001734Z,Dozer_1,Misc,Hydraulic Pump Rate,124.57
11327,2024-08-11T03:21:55.001734Z,Crawler_Loader_1,Engine,Engine Oil Pressure,25.22
11328,2024-08-11T03:21:55.001734Z,Crawler_Loader_1,Engine,Engine Temperature,102.93
11329,2024-08-11T03:21:55.001734Z,Crawler_Loader_1,Engine,Engine Speed,1788.92
11330,2024-08-11T03:21:55.001734Z,Crawler_Loader_1,Fuel,Water Fuel,1791.74
11331,2024-08-11T03:21:55.001734Z,Crawler_Loader_1,Fuel,Fuel Temperature,399.68
11332,2024-08-11T03:21:55.001734Z,Crawler_Loader_1,Fuel,Fuel Level,1.1
11333,2024-08-11T03:21:55.001734Z,Crawler_Loader_1,Fuel,Fuel Pressure,67.25
11334,2024-08-11T03:21:55.001734Z,Crawler_Loader_1,Drive,Brake Control,1.02
11335,2024-08-11T03:21:55.001734Z,Crawler_Loader_1,Drive,Pedal Sensor,12.55
11336,2024-08-11T03:21:55.001734Z,Crawler_Loader_1,Drive,Transmission Pressure,443.79
11337,2024-08-11T03:21:55.001734Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,20.33
11338,2024-08-11T03:21:55.001734Z,Crawler_Loader_1,Misc,System Voltage,21.54
11339,2024-08-11T03:21:55.001734Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,363.8
11340,2024-08-11T03:21:55.001734Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,124.25
11341,2024-08-11T03:21:56.007102Z,Excavator_1,Engine,Engine Oil Pressure,25.18
11342,2024-08-11T03:21:56.007102Z,Excavator_1,Engine,Engine Temperature,103.08
11343,2024-08-11T03:21:56.007102Z,Excavator_1,Engine,Engine Speed,1789.11
11344,2024-08-11T03:21:56.007102Z,Excavator_1,Fuel,Water Fuel,1792.59
11345,2024-08-11T03:21:56.007102Z,Excavator_1,Fuel,Fuel Temperature,399.65
11346,2024-08-11T03:21:56.007102Z,Excavator_1,Fuel,Fuel Level,1.1
11347,2024-08-11T03:21:56.007102Z,Excavator_1,Fuel,Fuel Pressure,67.23
11348,2024-08-11T03:21:56.007102Z,Excavator_1,Drive,Brake Control,1.02
11349,2024-08-11T03:21:56.007102Z,Excavator_1,Drive,Pedal Sensor,12.55
11350,2024-08-11T03:21:56.007102Z,Excavator_1,Drive,Transmission Pressure,442.9
11351,2024-08-11T03:21:56.007102Z,Excavator_1,Misc,Air Filter Pressure Drop,20.36
11352,2024-08-11T03:21:56.007102Z,Excavator_1,Misc,System Voltage,21.53
11353,2024-08-11T03:21:56.007102Z,Excavator_1,Misc,Exhaust Gas Temperature,363.47
11354,2024-08-11T03:21:56.007102Z,Excavator_1,Misc,Hydraulic Pump Rate,124.46
11355,2024-08-11T03:21:56.007102Z,Articulated_Truck_1,Engine,Engine Oil Pressure,25.21
11356,2024-08-11T03:21:56.007102Z,Articulated_Truck_1,Engine,Engine Temperature,103.2
11357,2024-08-11T03:21:56.007102Z,Articulated_Truck_1,Engine,Engine Speed,1786.47
11358,2024-08-11T03:21:56.007102Z,Articulated_Truck_1,Fuel,Water Fuel,1793.74
11359,2024-08-11T03:21:56.007102Z,Articulated_Truck_1,Fuel,Fuel Temperature,399.53
11360,2024-08-11T03:21:56.007102Z,Articulated_Truck_1,Fuel,Fuel Level,1.13
11361,2024-08-11T03:21:56.007102Z,Articulated_Truck_1,Fuel,Fuel Pressure,67.18
11362,2024-08-11T03:21:56.007102Z,Articulated_Truck_1,Drive,Brake Control,1.03
11363,2024-08-11T03:21:56.007102Z,Articulated_Truck_1,Drive,Pedal Sensor,12.54
11364,2024-08-11T03:21:56.007102Z,Articulated_Truck_1,Drive,Transmission Pressure,443.56
11365,2024-08-11T03:21:56.007102Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,20.37
11366,2024-08-11T03:21:56.007102Z,Articulated_Truck_1,Misc,System Voltage,21.52
11367,2024-08-11T03:21:56.007102Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,362.99
11368,2024-08-11T03:21:56.007102Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,124.04
11369,2024-08-11T03:21:56.007102Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,25.22
11370,2024-08-11T03:21:56.007102Z,Backhoe_Loader_1,Engine,Engine Temperature,103.2
11371,2024-08-11T03:21:56.007102Z,Backhoe_Loader_1,Engine,Engine Speed,1790.59
11372,2024-08-11T03:21:56.007102Z,Backhoe_Loader_1,Fuel,Water Fuel,1793.17
11373,2024-08-11T03:21:56.007102Z,Backhoe_Loader_1,Fuel,Fuel Temperature,399.66
11374,2024-08-11T03:21:56.007102Z,Backhoe_Loader_1,Fuel,Fuel Level,1.1
11375,2024-08-11T03:21:56.007102Z,Backhoe_Loader_1,Fuel,Fuel Pressure,67.15
11376,2024-08-11T03:21:56.007102Z,Backhoe_Loader_1,Drive,Brake Control,1.05
11377,2024-08-11T03:21:56.007102Z,Backhoe_Loader_1,Drive,Pedal Sensor,12.53
11378,2024-08-11T03:21:56.007102Z,Backhoe_Loader_1,Drive,Transmission Pressure,444.36
11379,2024-08-11T03:21:56.007102Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,20.39
11380,2024-08-11T03:21:56.007102Z,Backhoe_Loader_1,Misc,System Voltage,21.52
11381,2024-08-11T03:21:56.007102Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,363.25
11382,2024-08-11T03:21:56.007102Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,124.19
11383,2024-08-11T03:21:56.007102Z,Dozer_1,Engine,Engine Oil Pressure,25.25
11384,2024-08-11T03:21:56.007102Z,Dozer_1,Engine,Engine Temperature,103.37
11385,2024-08-11T03:21:56.007102Z,Dozer_1,Engine,Engine Speed,1794.73
11386,2024-08-11T03:21:56.007102Z,Dozer_1,Fuel,Water Fuel,1792.25
11387,2024-08-11T03:21:56.007102Z,Dozer_1,Fuel,Fuel Temperature,399.7
11388,2024-08-11T03:21:56.007102Z,Dozer_1,Fuel,Fuel Level,1.13
11389,2024-08-11T03:21:56.007102Z,Dozer_1,Fuel,Fuel Pressure,67.13
11390,2024-08-11T03:21:56.007102Z,Dozer_1,Drive,Brake Control,1.04
11391,2024-08-11T03:21:56.007102Z,Dozer_1,Drive,Pedal Sensor,12.52
11392,2024-08-11T03:21:56.007102Z,Dozer_1,Drive,Transmission Pressure,445.21
11393,2024-08-11T03:21:56.007102Z,Dozer_1,Misc,Air Filter Pressure Drop,20.43
11394,2024-08-11T03:21:56.007102Z,Dozer_1,Misc,System Voltage,21.52
11395,2024-08-11T03:21:56.007102Z,Dozer_1,Misc,Exhaust Gas Temperature,363.18
11396,2024-08-11T03:21:56.007102Z,Dozer_1,Misc,Hydraulic Pump Rate,123.87
11397,2024-08-11T03:21:56.007102Z,Crawler_Loader_1,Engine,Engine Oil Pressure,25.2
11398,2024-08-11T03:21:56.007102Z,Crawler_Loader_1,Engine,Engine Temperature,103.23
11399,2024-08-11T03:21:56.007102Z,Crawler_Loader_1,Engine,Engine Speed,1797.5
11400,2024-08-11T03:21:56.007102Z,Crawler_Loader_1,Fuel,Water Fuel,1793.17
11401,2024-08-11T03:21:56.007102Z,Crawler_Loader_1,Fuel,Fuel Temperature,399.51
11402,2024-08-11T03:21:56.007102Z,Crawler_Loader_1,Fuel,Fuel Level,1.14
11403,2024-08-11T03:21:56.007102Z,Crawler_Loader_1,Fuel,Fuel Pressure,67.09
11404,2024-08-11T03:21:56.007102Z,Crawler_Loader_1,Drive,Brake Control,1.07
11405,2024-08-11T03:21:56.007102Z,Crawler_Loader_1,Drive,Pedal Sensor,12.51
11406,2024-08-11T03:21:56.007102Z,Crawler_Loader_1,Drive,Transmission Pressure,444.81
11407,2024-08-11T03:21:56.007102Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,20.42
11408,2024-08-11T03:21:56.007102Z,Crawler_Loader_1,Misc,System Voltage,21.52
11409,2024-08-11T03:21:56.007102Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,363.08
11410,2024-08-11T03:21:56.007102Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,124.2
11411,2024-08-11T03:21:57.021310Z,Excavator_1,Engine,Engine Oil Pressure,67.78
11412,2024-08-11T03:21:57.021310Z,Excavator_1,Engine,Engine Temperature,109.89
11413,2024-08-11T03:21:57.021310Z,Excavator_1,Engine,Engine Speed,1808.16
11414,2024-08-11T03:21:57.021310Z,Excavator_1,Fuel,Water Fuel,1807.1
11415,2024-08-11T03:21:57.021310Z,Excavator_1,Fuel,Fuel Temperature,407.81
11416,2024-08-11T03:21:57.021310Z,Excavator_1,Fuel,Fuel Level,0.0
11417,2024-08-11T03:21:57.021310Z,Excavator_1,Fuel,Fuel Pressure,28.65
11418,2024-08-11T03:21:57.021310Z,Excavator_1,Drive,Brake Control,0.69
11419,2024-08-11T03:21:57.021310Z,Excavator_1,Drive,Pedal Sensor,12.51
11420,2024-08-11T03:21:57.021310Z,Excavator_1,Drive,Transmission Pressure,457.89
11421,2024-08-11T03:21:57.021310Z,Excavator_1,Misc,Air Filter Pressure Drop,13.48
11422,2024-08-11T03:21:57.021310Z,Excavator_1,Misc,System Voltage,7.42
11423,2024-08-11T03:21:57.021310Z,Excavator_1,Misc,Exhaust Gas Temperature,372.24
11424,2024-08-11T03:21:57.021310Z,Excavator_1,Misc,Hydraulic Pump Rate,134.32
11425,2024-08-11T03:21:57.021310Z,Articulated_Truck_1,Engine,Engine Oil Pressure,23.23
11426,2024-08-11T03:21:57.021310Z,Articulated_Truck_1,Engine,Engine Temperature,109.89
11427,2024-08-11T03:21:57.021310Z,Articulated_Truck_1,Engine,Engine Speed,1808.16
11428,2024-08-11T03:21:57.021310Z,Articulated_Truck_1,Fuel,Water Fuel,1807.1
11429,2024-08-11T03:21:57.021310Z,Articulated_Truck_1,Fuel,Fuel Temperature,407.81
11430,2024-08-11T03:21:57.021310Z,Articulated_Truck_1,Fuel,Fuel Level,0.0
11431,2024-08-11T03:21:57.021310Z,Articulated_Truck_1,Fuel,Fuel Pressure,73.03
11432,2024-08-11T03:21:57.021310Z,Articulated_Truck_1,Drive,Brake Control,0.69
11433,2024-08-11T03:21:57.021310Z,Articulated_Truck_1,Drive,Pedal Sensor,12.51
11434,2024-08-11T03:21:57.021310Z,Articulated_Truck_1,Drive,Transmission Pressure,198.01
11435,2024-08-11T03:21:57.021310Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,13.48
11436,2024-08-11T03:21:57.021310Z,Articulated_Truck_1,Misc,System Voltage,24.31
11437,2024-08-11T03:21:57.021310Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,372.24
11438,2024-08-11T03:21:57.021310Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,134.32
11439,2024-08-11T03:21:57.021310Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,71.02
11440,2024-08-11T03:21:57.021310Z,Backhoe_Loader_1,Engine,Engine Temperature,109.89
11441,2024-08-11T03:21:57.021310Z,Backhoe_Loader_1,Engine,Engine Speed,1808.16
11442,2024-08-11T03:21:57.021310Z,Backhoe_Loader_1,Fuel,Water Fuel,1807.1
11443,2024-08-11T03:21:57.021310Z,Backhoe_Loader_1,Fuel,Fuel Temperature,407.81
11444,2024-08-11T03:21:57.021310Z,Backhoe_Loader_1,Fuel,Fuel Level,0.0
11445,2024-08-11T03:21:57.021310Z,Backhoe_Loader_1,Fuel,Fuel Pressure,30.38
11446,2024-08-11T03:21:57.021310Z,Backhoe_Loader_1,Drive,Brake Control,0.69
11447,2024-08-11T03:21:57.021310Z,Backhoe_Loader_1,Drive,Pedal Sensor,12.51
11448,2024-08-11T03:21:57.021310Z,Backhoe_Loader_1,Drive,Transmission Pressure,453.56
11449,2024-08-11T03:21:57.021310Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,13.48
11450,2024-08-11T03:21:57.021310Z,Backhoe_Loader_1,Misc,System Voltage,9.65
11451,2024-08-11T03:21:57.021310Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,372.24
11452,2024-08-11T03:21:57.021310Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,134.32
11453,2024-08-11T03:21:57.021310Z,Dozer_1,Engine,Engine Oil Pressure,24.48
11454,2024-08-11T03:21:57.021310Z,Dozer_1,Engine,Engine Temperature,109.89
11455,2024-08-11T03:21:57.021310Z,Dozer_1,Engine,Engine Speed,1808.16
11456,2024-08-11T03:21:57.021310Z,Dozer_1,Fuel,Water Fuel,1807.1
11457,2024-08-11T03:21:57.021310Z,Dozer_1,Fuel,Fuel Temperature,407.81
11458,2024-08-11T03:21:57.021310Z,Dozer_1,Fuel,Fuel Level,0.0
11459,2024-08-11T03:21:57.021310Z,Dozer_1,Fuel,Fuel Pressure,72.4
11460,2024-08-11T03:21:57.021310Z,Dozer_1,Drive,Brake Control,0.69
11461,2024-08-11T03:21:57.021310Z,Dozer_1,Drive,Pedal Sensor,12.51
11462,2024-08-11T03:21:57.021310Z,Dozer_1,Drive,Transmission Pressure,194.93
11463,2024-08-11T03:21:57.021310Z,Dozer_1,Misc,Air Filter Pressure Drop,13.48
11464,2024-08-11T03:21:57.021310Z,Dozer_1,Misc,System Voltage,17.46
11465,2024-08-11T03:21:57.021310Z,Dozer_1,Misc,Exhaust Gas Temperature,372.24
11466,2024-08-11T03:21:57.021310Z,Dozer_1,Misc,Hydraulic Pump Rate,134.32
11467,2024-08-11T03:21:57.021310Z,Crawler_Loader_1,Engine,Engine Oil Pressure,73.85
11468,2024-08-11T03:21:57.021310Z,Crawler_Loader_1,Engine,Engine Temperature,109.89
11469,2024-08-11T03:21:57.021310Z,Crawler_Loader_1,Engine,Engine Speed,1808.16
11470,2024-08-11T03:21:57.021310Z,Crawler_Loader_1,Fuel,Water Fuel,1807.1
11471,2024-08-11T03:21:57.021310Z,Crawler_Loader_1,Fuel,Fuel Temperature,407.81
11472,2024-08-11T03:21:57.021310Z,Crawler_Loader_1,Fuel,Fuel Level,0.0
11473,2024-08-11T03:21:57.021310Z,Crawler_Loader_1,Fuel,Fuel Pressure,28.84
11474,2024-08-11T03:21:57.021310Z,Crawler_Loader_1,Drive,Brake Control,0.69
11475,2024-08-11T03:21:57.021310Z,Crawler_Loader_1,Drive,Pedal Sensor,12.51
11476,2024-08-11T03:21:57.021310Z,Crawler_Loader_1,Drive,Transmission Pressure,452.78
11477,2024-08-11T03:21:57.021310Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,13.48
11478,2024-08-11T03:21:57.021310Z,Crawler_Loader_1,Misc,System Voltage,3.39
11479,2024-08-11T03:21:57.021310Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,372.24
11480,2024-08-11T03:21:57.021310Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,134.32
11481,2024-08-11T03:21:58.037794Z,Excavator_1,Engine,Engine Oil Pressure,73.79
11482,2024-08-11T03:21:58.037794Z,Excavator_1,Engine,Engine Temperature,109.6
11483,2024-08-11T03:21:58.037794Z,Excavator_1,Engine,Engine Speed,1806.13
11484,2024-08-11T03:21:58.037794Z,Excavator_1,Fuel,Water Fuel,1802.89
11485,2024-08-11T03:21:58.037794Z,Excavator_1,Fuel,Fuel Temperature,407.37
11486,2024-08-11T03:21:58.037794Z,Excavator_1,Fuel,Fuel Level,0.08
11487,2024-08-11T03:21:58.037794Z,Excavator_1,Fuel,Fuel Pressure,28.88
11488,2024-08-11T03:21:58.037794Z,Excavator_1,Drive,Brake Control,0.71
11489,2024-08-11T03:21:58.037794Z,Excavator_1,Drive,Pedal Sensor,12.49
11490,2024-08-11T03:21:58.037794Z,Excavator_1,Drive,Transmission Pressure,451.15
11491,2024-08-11T03:21:58.037794Z,Excavator_1,Misc,Air Filter Pressure Drop,13.53
11492,2024-08-11T03:21:58.037794Z,Excavator_1,Misc,System Voltage,3.39
11493,2024-08-11T03:21:58.037794Z,Excavator_1,Misc,Exhaust Gas Temperature,371.26
11494,2024-08-11T03:21:58.037794Z,Excavator_1,Misc,Hydraulic Pump Rate,133.76
11495,2024-08-11T03:21:58.037794Z,Articulated_Truck_1,Engine,Engine Oil Pressure,73.78
11496,2024-08-11T03:21:58.037794Z,Articulated_Truck_1,Engine,Engine Temperature,109.18
11497,2024-08-11T03:21:58.037794Z,Articulated_Truck_1,Engine,Engine Speed,1797.98
11498,2024-08-11T03:21:58.037794Z,Articulated_Truck_1,Fuel,Water Fuel,1800.16
11499,2024-08-11T03:21:58.037794Z,Articulated_Truck_1,Fuel,Fuel Temperature,407.03
11500,2024-08-11T03:21:58.037794Z,Articulated_Truck_1,Fuel,Fuel Level,0.1
11501,2024-08-11T03:21:58.037794Z,Articulated_Truck_1,Fuel,Fuel Pressure,28.93
11502,2024-08-11T03:21:58.037794Z,Articulated_Truck_1,Drive,Brake Control,0.75
11503,2024-08-11T03:21:58.037794Z,Articulated_Truck_1,Drive,Pedal Sensor,12.49
11504,2024-08-11T03:21:58.037794Z,Articulated_Truck_1,Drive,Transmission Pressure,449.67
11505,2024-08-11T03:21:58.037794Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,13.57
11506,2024-08-11T03:21:58.037794Z,Articulated_Truck_1,Misc,System Voltage,3.4
11507,2024-08-11T03:21:58.037794Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,370.6
11508,2024-08-11T03:21:58.037794Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,133.73
11509,2024-08-11T03:21:58.037794Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,73.71
11510,2024-08-11T03:21:58.037794Z,Backhoe_Loader_1,Engine,Engine Temperature,108.9
11511,2024-08-11T03:21:58.037794Z,Backhoe_Loader_1,Engine,Engine Speed,1801.61
11512,2024-08-11T03:21:58.037794Z,Backhoe_Loader_1,Fuel,Water Fuel,1795.86
11513,2024-08-11T03:21:58.037794Z,Backhoe_Loader_1,Fuel,Fuel Temperature,406.55
11514,2024-08-11T03:21:58.037794Z,Backhoe_Loader_1,Fuel,Fuel Level,0.2
11515,2024-08-11T03:21:58.037794Z,Backhoe_Loader_1,Fuel,Fuel Pressure,28.97
11516,2024-08-11T03:21:58.037794Z,Backhoe_Loader_1,Drive,Brake Control,0.76
11517,2024-08-11T03:21:58.037794Z,Backhoe_Loader_1,Drive,Pedal Sensor,12.48
11518,2024-08-11T03:21:58.037794Z,Backhoe_Loader_1,Drive,Transmission Pressure,449.03
11519,2024-08-11T03:21:58.037794Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,13.64
11520,2024-08-11T03:21:58.037794Z,Backhoe_Loader_1,Misc,System Voltage,3.4
11521,2024-08-11T03:21:58.037794Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,370.46
11522,2024-08-11T03:21:58.037794Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,133.61
11523,2024-08-11T03:21:58.037794Z,Dozer_1,Engine,Engine Oil Pressure,73.66
11524,2024-08-11T03:21:58.037794Z,Dozer_1,Engine,Engine Temperature,108.52
11525,2024-08-11T03:21:58.037794Z,Dozer_1,Engine,Engine Speed,1794.11
11526,2024-08-11T03:21:58.037794Z,Dozer_1,Fuel,Water Fuel,1795.86
11527,2024-08-11T03:21:58.037794Z,Dozer_1,Fuel,Fuel Temperature,406.38
11528,2024-08-11T03:21:58.037794Z,Dozer_1,Fuel,Fuel Level,0.29
11529,2024-08-11T03:21:58.037794Z,Dozer_1,Fuel,Fuel Pressure,29.03
11530,2024-08-11T03:21:58.037794Z,Dozer_1,Drive,Brake Control,0.8
11531,2024-08-11T03:21:58.037794Z,Dozer_1,Drive,Pedal Sensor,12.47
11532,2024-08-11T03:21:58.037794Z,Dozer_1,Drive,Transmission Pressure,449.35
11533,2024-08-11T03:21:58.037794Z,Dozer_1,Misc,Air Filter Pressure Drop,13.7
11534,2024-08-11T03:21:58.037794Z,Dozer_1,Misc,System Voltage,3.41
11535,2024-08-11T03:21:58.037794Z,Dozer_1,Misc,Exhaust Gas Temperature,369.93
11536,2024-08-11T03:21:58.037794Z,Dozer_1,Misc,Hydraulic Pump Rate,133.01
11537,2024-08-11T03:21:58.037794Z,Crawler_Loader_1,Engine,Engine Oil Pressure,73.59
11538,2024-08-11T03:21:58.037794Z,Crawler_Loader_1,Engine,Engine Temperature,108.38
11539,2024-08-11T03:21:58.037794Z,Crawler_Loader_1,Engine,Engine Speed,1797.3
11540,2024-08-11T03:21:58.037794Z,Crawler_Loader_1,Fuel,Water Fuel,1795.2
11541,2024-08-11T03:21:58.037794Z,Crawler_Loader_1,Fuel,Fuel Temperature,406.17
11542,2024-08-11T03:21:58.037794Z,Crawler_Loader_1,Fuel,Fuel Level,0.31
11543,2024-08-11T03:21:58.037794Z,Crawler_Loader_1,Fuel,Fuel Pressure,29.1
11544,2024-08-11T03:21:58.037794Z,Crawler_Loader_1,Drive,Brake Control,0.83
11545,2024-08-11T03:21:58.037794Z,Crawler_Loader_1,Drive,Pedal Sensor,12.47
11546,2024-08-11T03:21:58.037794Z,Crawler_Loader_1,Drive,Transmission Pressure,450.28
11547,2024-08-11T03:21:58.037794Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,13.73
11548,2024-08-11T03:21:58.037794Z,Crawler_Loader_1,Misc,System Voltage,3.41
11549,2024-08-11T03:21:58.037794Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,369.43
11550,2024-08-11T03:21:58.037794Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,132.69
11551,2024-08-11T03:21:59.044056Z,Excavator_1,Engine,Engine Oil Pressure,73.5
11552,2024-08-11T03:21:59.044056Z,Excavator_1,Engine,Engine Temperature,108.02
11553,2024-08-11T03:21:59.044056Z,Excavator_1,Engine,Engine Speed,1798.25
11554,2024-08-11T03:21:59.044056Z,Excavator_1,Fuel,Water Fuel,1793.67
11555,2024-08-11T03:21:59.044056Z,Excavator_1,Fuel,Fuel Temperature,405.69
11556,2024-08-11T03:21:59.044056Z,Excavator_1,Fuel,Fuel Level,0.33
11557,2024-08-11T03:21:59.044056Z,Excavator_1,Fuel,Fuel Pressure,29.14
11558,2024-08-11T03:21:59.044056Z,Excavator_1,Drive,Brake Control,0.87
11559,2024-08-11T03:21:59.044056Z,Excavator_1,Drive,Pedal Sensor,12.46
11560,2024-08-11T03:21:59.044056Z,Excavator_1,Drive,Transmission Pressure,449.83
11561,2024-08-11T03:21:59.044056Z,Excavator_1,Misc,Air Filter Pressure Drop,13.76
11562,2024-08-11T03:21:59.044056Z,Excavator_1,Misc,System Voltage,3.42
11563,2024-08-11T03:21:59.044056Z,Excavator_1,Misc,Exhaust Gas Temperature,369.19
11564,2024-08-11T03:21:59.044056Z,Excavator_1,Misc,Hydraulic Pump Rate,131.74
11565,2024-08-11T03:21:59.044056Z,Articulated_Truck_1,Engine,Engine Oil Pressure,73.48
11566,2024-08-11T03:21:59.044056Z,Articulated_Truck_1,Engine,Engine Temperature,107.75
11567,2024-08-11T03:21:59.044056Z,Articulated_Truck_1,Engine,Engine Speed,1799.02
11568,2024-08-11T03:21:59.044056Z,Articulated_Truck_1,Fuel,Water Fuel,1793.43
11569,2024-08-11T03:21:59.044056Z,Articulated_Truck_1,Fuel,Fuel Temperature,405.26
11570,2024-08-11T03:21:59.044056Z,Articulated_Truck_1,Fuel,Fuel Level,0.33
11571,2024-08-11T03:21:59.044056Z,Articulated_Truck_1,Fuel,Fuel Pressure,29.14
11572,2024-08-11T03:21:59.044056Z,Articulated_Truck_1,Drive,Brake Control,0.88
11573,2024-08-11T03:21:59.044056Z,Articulated_Truck_1,Drive,Pedal Sensor,12.45
11574,2024-08-11T03:21:59.044056Z,Articulated_Truck_1,Drive,Transmission Pressure,450.5
11575,2024-08-11T03:21:59.044056Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,13.79
11576,2024-08-11T03:21:59.044056Z,Articulated_Truck_1,Misc,System Voltage,3.42
11577,2024-08-11T03:21:59.044056Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,368.76
11578,2024-08-11T03:21:59.044056Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,131.68
11579,2024-08-11T03:21:59.044056Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,73.38
